,id,popularity,title,vote_average,vote_count
9976,22033,2.02,Cry of the Banshee,5.5,17
9981,9393,8.722,Before the Fall,7.2,123
9982,16972,3.484,The Frisco Kid,6.1,66
9983,21325,0.685,Onmyoji: The Yin Yang Master,6.2,6
9984,13409,1.33,State Property 2,6.4,7
9985,14287,0.667,The Year of the Yao,5.5,2
9986,24363,2.305,House of D,6.5,39
9987,13073,4.342,Palindromes,6.3,78
9990,8976,7.126,A Lot Like Love,6.7,639
9994,11679,8.981,xXx: State of the Union,4.7,912
9995,25007,0.956,Death of a Dynasty,4.0,2
9996,1495,13.497,Kingdom of Heaven,6.7,1959
9997,10066,6.284,House of Wax,5.7,1249
9998,1640,12.515,Crash,7.3,1797
10000,11171,5.952,Mysterious Skin,7.5,433
10001,14750,3.971,Mischief,6.4,40
10003,11799,2.354,Viva Maria!,6.3,28
10005,24444,1.145,Zatoichi Meets the One-Armed Swordsman,6.4,14
10011,26614,1.476,La Chienne,7.5,33
10013,16902,2.037,The Private Lives of Elizabeth and Essex,6.8,24
10017,15318,2.572,The Taste of Tea,7.3,48
10018,13384,5.619,Kes,7.4,157
10020,9463,4.748,Vampire Hunter D,6.7,103
10021,13163,3.201,Buying the Cow,5.3,46
10022,26810,0.6,A Common Thread,6.7,7
10023,20625,2.745,The Cocoanuts,7.0,35
10024,1566,4.555,The Bridge,7.7,53
10025,21997,3.386,In the Time of the Butterflies,6.9,16
10031,24078,2.091,Off the Map,6.3,12
10033,26541,0.868,The Tesseract,4.4,5
10036,18050,1.746,The Keys of the Kingdom,7.0,17
10039,14672,0.782,Crackerjack,6.8,6
10040,11628,1.99,Solino,7.0,23
10041,10913,3.061,Dear Wendy,5.7,57
10042,11605,1.498,The List of Adrian Messenger,7.1,24
10043,16976,1.08,9 Souls,6.9,20
10045,10027,7.678,Unleashed,6.7,847
10046,2444,2.212,The Red Squirrel,7.0,24
10048,19413,5.091,"Ugly, Dirty and Bad",7.5,91
10049,11139,2.733,Leolo,7.0,49
10050,10837,7.045,DuckTales: The Movie - Treasure of the Lost Lamp,6.8,372
10052,1279,4.618,Samaritan Girl,7.0,84
10053,1895,14.526,Star Wars: Episode III - Revenge of the Sith,7.2,7055
10054,9981,5.974,Kicking & Screaming,5.6,268
10055,4379,8.381,Monster-in-Law,5.9,761
10059,11019,4.343,Deep Blue,6.4,28
10061,14694,2.586,The Snow Walker,7.0,40
10062,20271,4.731,Divorce Italian Style,8.0,130
10066,27,9.279,9 Songs,4.9,161
10067,16373,3.527,The Uninvited,7.0,72
10068,25649,4.94,Bad Guy,7.0,78
10069,19398,1.644,Simon,7.2,18
10072,953,13.051,Madagascar,6.8,5808
10073,16605,2.731,Somersault,6.1,38
10075,13064,2.767,Airborne,6.2,35
10076,14358,12.236,Mad Hot Ballroom,7.6,11
10077,26825,0.6,Tell Them Who You Are,5.5,4
10078,12700,6.559,Dominion: Prequel to the Exorcist,4.9,109
10079,9291,9.655,The Longest Yard,6.3,1449
10080,19316,4.227,Saving Face,7.2,61
10082,921,9.368,Cinderella Man,7.5,1043
10083,9779,5.408,The Sisterhood of the Traveling Pants,6.4,724
10084,9787,6.548,Lords of Dogtown,7.1,335
10085,16932,1.844,After You,6.3,31
10086,23825,0.961,Rock School,6.4,8
10087,787,22.95,Mr. & Mrs. Smith,6.6,5316
10088,14199,9.539,The Adventures of Sharkboy and Lavagirl,4.7,583
10089,10226,10.249,High Tension,6.6,485
10090,21295,2.394,The Honeymooners,4.0,28
10091,20651,1.776,Parineeta,6.8,24
10093,9528,4.027,Ladies in Lavender,6.3,58
10094,12109,4.333,It's All Gone Pete Tong,6.9,79
10096,13935,2.568,When Trumpets Fade,6.6,40
10097,20941,4.05,Innocent Voices,7.8,55
10098,18289,4.375,Godzilla vs. Biollante,6.2,42
10101,3011,1.472,Good Neighbor Sam,7.1,8
10102,13589,3.051,Eddie Izzard: Dress to Kill,8.1,30
10103,11620,7.195,Quo Vadis,7.1,137
10105,272,20.934,Batman Begins,7.6,11534
10106,5845,1.342,Aragami,6.8,20
10107,15767,4.744,Godzilla: Final Wars,6.6,59
10109,15648,5.783,The Perfect Man,5.8,400
10110,9709,6.344,My Summer of Love,6.2,113
10112,10274,1.731,The Deal,6.3,6
10114,25248,3.984,Saint Ralph,7.3,30
10115,11451,8.343,Herbie Fully Loaded,5.3,1083
10116,25312,0.991,Yes,6.0,9
10117,11683,7.008,Land of the Dead,6.0,631
10118,9722,6.821,Bewitched,4.9,821
10119,2287,1.513,Rize,6.4,16
10120,18497,0.988,Exiles,6.6,16
10123,2994,2.795,Danger: Diabolik,6.6,57
10125,1382,5.966,Me and You and Everyone We Know,7.1,149
10126,9534,7.294,Ferpect Crime,6.5,127
10128,14653,2.578,Happily Ever After,6.0,41
10129,9976,3.519,Satan's Little Helper,5.1,60
10130,276,5.571,The Edukators,7.3,144
10133,25876,2.122,The Racket,6.0,10
10135,25426,1.046,Coronado,3.8,5
10137,24703,1.903,Trekkies 2,6.7,12
10138,2151,2.318,Man with the Screaming Brain,5.4,44
10143,26323,1.078,Bordertown,5.9,11
10144,12574,3.725,Cop and ½,4.6,66
10146,22968,1.813,Father's Little Dividend,6.6,26
10149,15719,2.115,Do Not Disturb,5.1,17
10151,15938,2.299,Room Service,6.8,22
10152,2095,2.045,Desert Saints,5.2,15
10153,18503,8.072,Caterina in the Big City,6.4,121
10154,20914,11.627,My Friends,8.3,268
10155,22553,2.344,At the Circus,6.7,31
10156,26762,1.4,The Outfit,6.8,18
10159,11588,4.805,The I Inside,5.9,110
10160,74,12.324,War of the Worlds,6.3,4136
10161,16659,2.201,My Brilliant Career,5.9,15
10164,4889,2.572,Billion Dollar Brain,5.9,36
10165,1667,6.502,March of the Penguins,7.0,565
10168,13014,2.105,The God Who Wasn't There,6.3,42
10169,7233,7.321,Rebound,5.2,141
10172,9009,7.39,Dark Water,5.3,445
10173,1553,7.077,The Beat That My Heart Skipped,7.0,186
10174,9738,12.746,Fantastic Four,5.7,5265
10175,14278,2.088,Murderball,7.3,40
10178,9522,12.201,Wedding Crashers,6.4,2349
10179,14922,3.251,Happy Endings,5.7,51
10181,17599,2.168,The Hindenburg,6.4,44
10184,26654,1.034,Conflict,6.1,18
10185,1826,8.099,Russian Dolls,6.9,266
10189,21886,1.816,No Blade of Grass,6.0,13
10192,21115,3.832,Fighter In The Wind,6.6,40
10196,14646,4.771,Family Resemblances,7.4,87
10197,10476,7.029,Hustle & Flow,7.0,155
10198,11309,6.211,Hardware,5.6,125
10200,21366,2.154,Journey Into Fear,6.4,28
10203,1635,10.806,The Island,6.6,2872
10204,13341,5.008,Bad News Bears,5.7,109
10205,1696,7.178,The Devil's Rejects,6.7,556
10206,1665,5.846,Last Days,5.6,163
10208,11459,7.864,Sky High,6.0,1076
10209,10048,7.254,Stealth,5.1,476
10210,11648,5.455,Must Love Dogs,5.9,236
10211,15258,3.739,The Aristocrats,6.2,70
10217,10542,2.932,Killer Condom,5.7,35
10218,12497,3.626,A Touch of Spice,6.9,41
10219,5237,3.327,Dust Devil,6.6,47
10222,16320,11.412,Serenity,7.4,1869
10223,19112,1.047,The End of Suburbia: Oil Depletion and the Collapse of the American Dream,7.1,14
10226,12259,5.02,Sholay,7.0,101
10227,308,6.608,Broken Flowers,6.9,557
10228,25074,4.722,Miracles,6.9,58
10230,5319,2.597,Hum Dil De Chuke Sanam,6.3,44
10235,26579,6.088,The Heart is Deceitful Above All Things,5.7,67
10237,18882,3.5,Man-Thing,4.2,54
10239,6519,7.796,The Dukes of Hazzard,5.2,513
10240,13919,5.055,The Chumscrubber,6.8,92
10241,25956,0.84,Secuestro Express,5.6,9
10242,1444,7.178,Junebug,6.7,93
10243,11453,7.553,Deuce Bigalow: European Gigolo,4.7,388
10244,9913,7.512,The Skeleton Key,6.5,969
10245,8292,6.309,Four Brothers,6.7,945
10246,13922,6.716,The Great Raid,6.7,134
10247,24461,2.256,Asylum,6.3,41
10248,14166,4.457,Pretty Persuasion,6.2,59
10249,501,6.307,Grizzly Man,7.5,337
10252,18165,2.327,The 24th Day,6.8,33
10261,17110,3.228,One Point O,5.9,52
10262,25975,2.422,My Date with Drew,6.1,22
10263,17824,6.516,Private Resort,5.4,87
10264,11328,8.487,Pusher II: With Blood on My Hands,7.1,141
10266,15907,4.129,Duma,7.0,72
10269,22965,0.889,Doomed to Die,6.1,7
10270,11848,7.122,Animal Farm,6.9,167
10274,25199,3.358,Teen Witch,5.8,68
10280,12147,0.646,Do Fish Do It?,5.3,5
10282,6957,16.282,The 40 Year Old Virgin,6.3,3422
10283,1917,0.89,Who Killed Bambi?,6.4,15
10285,16764,3.896,The Toolbox Murders,5.3,67
10286,11460,8.624,Red Eye,6.2,811
10288,14674,2.896,Man of the West,6.3,52
10289,14134,5.916,Main Hoon Na,7.0,106
10290,19404,18.866,Dilwale Dulhania Le Jayenge,9.1,1987
10294,445,7.102,Caché,7.1,402
10296,9564,9.153,Asterix & Obelix Take on Caesar,5.9,833
10298,21290,3.392,Strings,7.2,34
10299,20874,5.213,Kin-dza-dza!,7.4,85
10301,17186,3.04,Supercross,5.2,51
10302,14175,7.152,Valiant,5.3,415
10303,4442,9.446,The Brothers Grimm,5.7,1442
10305,22741,0.783,Black Dragons,5.5,4
10308,13169,1.011,The Baxter,5.8,18
10309,9042,6.755,The Cave,5.1,354
10310,17926,1.672,Undiscovered,4.7,18
10311,15022,4.063,Dirty Deeds,5.5,52
10312,1985,7.634,The Constant Gardener,7.1,666
10313,9335,22.35,Transporter 2,6.3,1679
10315,9007,11.509,Just Like Heaven,6.7,1127
10316,9777,8.154,Proof,6.4,319
10317,1830,12.355,Lord of War,7.2,2129
10318,7182,6.476,Venom,5.0,94
10319,10092,5.392,Cry Wolf,5.7,231
10320,340,5.303,Everything is Illuminated,7.4,366
10321,1546,6.184,Thumbsucker,6.3,104
10322,23703,1.023,The Thing About My Folks,6.1,10
10324,15155,0.932,G,6.8,7
10331,17386,2.539,Revenge of the Ninja,5.8,30
10332,16374,1.824,Sometimes in April,7.4,24
10333,14759,2.473,Bookies,6.8,22
10335,10753,7.801,Police Story 2,7.0,166
10338,11636,8.29,New Police Story,7.0,257
10341,22575,2.813,Go West,6.8,33
10342,14286,3.02,Why We Fight,7.7,46
10344,1676,2.421,Will Penny,6.7,29
10347,26259,4.399,Come Drink with Me,7.2,44
10349,8814,12.141,Doom,5.0,983
10350,9923,6.757,Domino,5.9,659
10351,7553,7.401,Waiting...,6.3,336
10352,8202,11.379,Æon Flux,5.5,1052
10353,3118,0.6,Frankenstein 90,5.5,1
10354,2125,4.768,Wedlock,5.7,56
10355,1947,5.744,An Unfinished Life,6.7,244
10356,9074,6.199,The Man,5.4,222
10357,16133,5.446,Survive Style 5+,7.4,88
10358,10319,3.48,Woyzeck,6.8,64
10363,8643,11.728,The Exorcism of Emily Rose,6.4,1254
10364,9315,7.87,Flightplan,6.3,1232
10365,3933,10.37,Corpse Bride,7.4,4007
10366,8923,7.16,Green Street Hooligans,7.2,1143
10367,59,11.334,A History of Violence,7.1,1398
10368,257,6.532,Oliver Twist,6.7,535
10369,15487,5.893,The Greatest Game Ever Played,7.0,185
10370,398,6.883,Capote,7.0,648
10371,18651,0.912,The Story of Vernon and Irene Castle,7.1,20
10373,10254,2.398,Born to Fight,5.7,23
10374,647,9.061,Final Fantasy VII: Advent Children,6.8,432
10375,349,1.879,Cockles and Muscles,6.0,11
10376,14544,8.064,Roll Bounce,6.2,46
10377,20668,1.803,Daltry Calhoun,5.1,13
10378,11968,9.807,Into the Blue,5.7,757
10380,14517,5.419,MirrorMask,6.6,159
10387,17209,4.395,Madhouse,5.4,66
10388,10087,1.79,Man to Man,5.8,16
10389,11627,1.621,Münchhausen,6.9,20
10391,533,13.794,Wallace & Gromit: The Curse of the Were-Rabbit,6.9,1173
10392,10703,5.198,Seven Swords,6.3,72
10393,5236,10.033,Kiss Kiss Bang Bang,7.2,1352
10395,11344,5.665,A Bittersweet Life,7.6,290
10396,9060,4.578,Dumplings,6.5,81
10399,14788,2.448,Bubble,6.4,51
10401,5471,7.71,Beowulf & Grendel,6.0,97
10402,19082,4.246,No Direction Home: Bob Dylan,7.7,50
10406,9763,7.26,Goal! The Dream Begins,6.5,473
10409,15058,5.041,Speak,6.8,229
10410,10017,8.283,The Wraith,6.0,155
10411,10475,4.963,Factotum,6.2,75
10412,1559,4.503,Sweet Movie,5.7,54
10413,20674,2.238,By Dawn's Early Light,7.0,18
10414,3527,2.119,Don't Come Knocking,6.6,40
10416,11931,6.989,In Her Shoes,6.0,672
10418,17010,2.191,The Ketchup Effect,5.2,25
10420,21838,3.091,Dead & Breakfast,5.5,50
10421,12612,2.339,Freeze Frame,6.8,24
10422,26513,3.754,Punishment Park,7.6,66
10424,10707,7.766,The Squid and the Whale,7.0,354
10425,9910,5.11,Two for the Money,5.9,259
10428,15493,3.306,Star Wreck: In the Pirkinning,6.7,40
10430,142,12.739,Brokeback Mountain,7.7,3100
10432,9621,6.146,Elizabethtown,6.1,564
10433,9701,6.484,North Country,6.9,231
10435,3291,6.049,"Good Night, and Good Luck.",7.1,420
10437,12920,6.744,Dreamer: Inspired By a True Story,6.6,143
10439,20853,2.758,Detective Story,6.9,34
10440,16608,12.151,The Proposition,7.2,312
10441,25517,1.021,The Gospel,5.4,8
10442,16430,1.646,Dandelion,7.2,5
10443,24408,1.73,C.S.A.: The Confederate States of America,5.9,36
10444,791,6.476,The Fog,4.1,316
10445,19965,2.41,Loggerheads,6.8,9
10449,2610,6.236,Shopgirl,5.8,124
10450,21246,1.421,Kids in America,6.0,21
10451,9729,5.384,Where the Truth Lies,6.1,116
10452,15276,4.075,Barely Legal,5.2,77
10454,8066,6.65,Stay,6.6,585
10455,18428,0.84,Confess,5.0,1
10456,1656,6.738,The Legend of Zorro,6.0,1489
10459,6963,6.533,The Weather Man,6.2,446
10460,215,13.008,Saw II,6.5,2522
10461,2313,7.323,Prime,5.9,441
10464,16729,5.218,Don't Move,7.1,135
10468,5335,6.361,Teorema,7.0,109
10469,9993,2.832,Little Fish,5.9,38
10470,8274,8.006,American Pie Presents: Band Camp,5.3,1033
10471,25918,1.891,Champion,6.5,33
10473,20128,3.936,Life Is a Miracle,7.4,71
10474,26845,5.976,Tarzan the Ape Man,6.6,68
10475,18994,4.133,Tarzan and His Mate,6.5,51
10476,12617,5.138,Midnight Lace,6.9,37
10477,10799,5.888,Empire of the Wolves,5.6,113
10480,3554,0.917,Mahogany,6.4,9
10481,14897,0.921,Angels in Fast Motion,5.7,10
10482,1951,8.291,Manderlay,6.9,133
10484,16022,2.375,Nine Lives,6.3,24
10485,23196,2.034,South Central,6.9,29
10486,25763,2.535,Damnation Alley,5.1,38
10488,259,3.638,Love on the Run,7.2,40
10491,19354,3.963,The Adventures of Prince Achmed,7.8,68
10493,10851,7.559,Revolver,6.4,602
10494,16231,1.984,Wild Zero,5.7,28
10496,25,9.399,Jarhead,6.6,1211
10498,15083,1.436,Ushpizin,6.3,8
10499,9982,10.356,Chicken Little,5.8,1867
10500,13994,4.818,Romance & Cigarettes,6.1,61
10502,12877,7.122,Dead Man's Shoes,7.1,253
10503,11661,7.244,Joyeux Noël,7.4,419
10504,5620,1.514,Count Dracula,6.1,31
10505,23220,4.613,The Brides of Dracula,6.7,70
10511,7974,5.626,The Match Factory Girl,7.3,65
10514,10060,5.697,Get Rich or Die Tryin',6.4,337
10516,10033,8.448,Just Friends,5.9,716
10517,231,10.078,Syriana,6.4,662
10522,8999,7.342,Derailed,6.2,476
10523,8555,5.052,Creep,5.6,274
10524,4348,15.853,Pride & Prejudice,7.9,2968
10526,10064,6.491,Edison,5.4,135
10528,9885,5.555,Wolf Creek,6.1,476
10529,9392,13.868,The Descent,6.9,1750
10531,20347,2.181,Takeshis',5.9,29
10532,14837,3.316,Forty Guns,6.7,34
10533,674,29.737,Harry Potter and the Goblet of Fire,7.7,10395
10534,24625,1.054,Dinner with Friends,5.7,19
10535,69,10.03,Walk the Line,7.4,1247
10536,1833,8.142,Rent,6.9,275
10540,6795,6.421,Zathura: A Space Adventure,6.2,1527
10541,11421,5.726,C.R.A.Z.Y.,7.7,212
10542,7301,2.747,Lonesome Jim,6.5,35
10544,16156,1.735,Sarah Silverman: Jesus Is Magic,6.6,26
10545,24618,3.627,Bee Season,5.2,43
10546,1420,6.708,Breakfast on Pluto,7.3,132
10547,9005,5.657,The Ice Harvest,6.1,124
10548,13499,8.562,"Yours, Mine & Ours",5.8,394
10549,17952,2.453,In The Mix,4.4,34
10550,7548,6.7,The Libertine,6.0,223
10551,20436,0.6,First Descent,6.0,2
10552,7010,6.261,The Wild Geese,6.9,90
10553,6529,4.851,Hondo,6.7,74
10554,20345,6.856,The Bird with the Crystal Plumage,7.2,213
10555,15184,4.889,A Good Woman,6.0,66
10557,24223,0.615,Brides,6.7,10
10558,3124,2.523,The Evil of Frankenstein,6.3,38
10559,8425,2.86,The Clockmaker of St. Paul,6.9,30
10561,2153,6.05,The Driver,7.3,146
10564,116,11.78,Match Point,7.3,1946
10567,5741,1.708,Lorna,6.5,12
10568,20416,5.276,The Deep,6.2,86
10570,19215,0.933,After Innocence,7.1,7
10574,67,5.368,Paradise Now,7.0,105
10576,411,25.713,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.0,5353
10577,254,10.056,King Kong,6.7,4023
10578,1904,9.724,Memoirs of a Geisha,7.5,1224
10579,9043,6.165,The Family Stone,6.2,419
10580,2008,4.511,The Promise,5.6,42
10581,21454,3.648,Kiss of Death,7.1,47
10584,14695,6.961,Havoc,5.1,138
10587,917,2.043,Mother India,6.8,20
10588,17595,0.616,Cowards Bend the Knee,7.6,9
10591,19058,3.464,Down,4.3,43
10593,22908,2.247,A Room for Romeo Brass,7.0,27
10595,9515,5.406,The Matador,6.3,209
10596,16151,0.743,Look Both Ways,5.2,13
10598,9721,6.916,7 Seconds,4.6,77
10599,20858,2.942,8 Million Ways to Die,5.6,39
10602,23478,4.765,Mozart and the Whale,6.4,63
10606,23606,3.174,A Scene at the Sea,7.2,45
10607,2777,2.046,Birdcage Inn,6.2,21
10608,25651,0.775,Real Fiction,4.7,11
10609,25650,1.894,Address Unknown,7.3,26
10610,8290,9.072,Don't Look Now: We're Being Shot At,7.9,538
10611,17382,2.269,They Died with Their Boots On,6.4,36
10612,8053,6.216,The Three Burials of Melquiades Estrada,7.1,274
10613,20003,2.106,House of Strangers,7.0,24
10615,11466,2.222,Slim Susie,7.1,34
10616,21040,1.73,Executive Protection,5.9,18
10617,13653,3.886,The Aura,6.9,76
10620,612,8.037,Munich,7.1,1161
10621,9899,4.754,The Producers,6.2,225
10622,546,5.678,Transamerica,7.0,236
10623,2800,7.36,Rumor Has It...,5.4,520
10624,9641,11.91,Cheaper by the Dozen 2,5.9,1014
10625,7552,10.126,Fun with Dick and Jane,6.0,1099
10626,9927,5.584,The Ringer,5.7,164
10627,9681,6.956,Casanova,6.3,386
10628,10773,5.13,Mrs Henderson Presents,6.5,95
10629,18840,1.974,The White Countess,6.6,32
10630,18189,4.199,Dirty Love,4.6,44
10631,4495,6.656,The Spirit of the Beehive,7.6,110
10632,22014,0.805,Our Father,6.2,5
10633,18614,1.338,Interrogation,7.3,24
10634,22975,2.955,Richard Pryor: Live in Concert,7.6,49
10635,10597,5.926,Kevin & Perry Go Large,5.2,71
10637,10809,0.678,The Debutantes,4.3,6
10638,13925,5.865,Luxo Jr.,7.2,231
10639,9687,6.136,Keeping Mum,6.6,262
10641,20546,4.054,Goodnight Mister Tom,6.7,26
10642,20530,5.142,Late Spring,8.2,116
10643,9568,4.826,The Dentist,5.2,95
10646,18809,1.265,How to Irritate People,7.2,15
10647,17835,5.791,Threads,8.0,94
10648,6935,6.883,Yamakasi,5.8,239
10649,20641,2.121,Love's Enduring Promise,6.9,21
10652,11400,7.899,The New World,6.5,533
10655,13669,3.882,Christmas in Connecticut,7.2,53
10658,16665,3.006,Whisky Galore!,7.1,46
10661,14241,2.388,7 Faces of Dr. Lao,7.1,38
10668,4550,8.801,Sympathy for Lady Vengeance,7.5,587
10671,16433,1.182,Grand Theft Parsons,6.1,15
10676,21735,2.712,49th Parallel,6.9,33
10677,6934,0.868,Yesterday,8.1,9
10680,10045,9.114,District B13,6.6,872
10682,1690,9.919,Hostel,5.8,1658
10683,9900,6.374,Grandma's Boy,6.8,310
10684,9044,7.616,Tristan & Isolde,6.5,419
10685,9918,6.046,Glory Road,7.3,264
10686,17379,6.515,Last Holiday,6.6,249
10687,10982,8.152,Hoodwinked!,6.1,874
10688,25608,0.897,April's Shower,4.8,4
10689,834,10.895,Underworld: Evolution,6.4,2227
10690,25890,3.208,Looking for Comedy in the Muslim World,5.2,15
10693,26782,4.198,Shadows of Forgotten Ancestors,7.6,53
10697,4772,5.359,Cul-de-sac,6.9,82
10698,14226,2.39,Riding Alone for Thousands of Miles,7.3,32
10699,2455,3.001,Confidentially Yours,7.2,40
10700,12701,3.512,Revolution,5.4,33
10701,21519,8.977,Project A,7.2,138
10704,16553,6.208,Little Manhattan,6.9,341
10705,25652,1.679,Crocodile,6.3,15
10708,12517,4.222,The Ordeal,5.6,105
10710,24580,4.296,The Quatermass Xperiment,6.7,65
10711,11246,6.139,Hellraiser: Hellseeker,4.7,123
10714,23957,3.9,Over the Edge,7.8,49
10717,7295,4.798,8MM 2,4.3,48
10721,14942,2.717,Thoughtcrimes,6.5,22
10722,7509,2.273,Water,6.5,52
10723,2117,5.312,Sophie Scholl: The Final Days,7.2,196
10727,9912,6.114,The World's Fastest Indian,7.5,273
10728,24163,5.394,As Tears Go By,7.0,79
10729,1969,7.578,Bandidas,5.9,531
10731,8435,3.283,A Cock and Bull Story,6.2,61
10733,12116,2.227,Love in the Afternoon,7.4,46
10738,11183,5.6,French Fried Vacation,6.6,415
10739,13275,5.33,Annapolis,6.1,180
10740,11565,8.973,Big Momma's House 2,5.6,729
10741,11283,11.264,Nanny McPhee,6.5,1572
10743,19416,1.396,Double Dare,6.8,12
10744,17,5.947,The Dark,6.0,142
10751,25167,3.169,Bye Bye Birdie,5.8,49
10752,16452,1.304,The Comedians of Comedy,6.9,21
10755,9286,9.014,Final Destination 3,6.0,1792
10757,15363,4.444,Something New,6.4,91
10760,292,3.716,Dave Chappelle's Block Party,6.6,51
10763,1544,6.334,Imagine Me & You,7.3,355
10764,1651,4.085,Mississippi Mermaid,6.6,77
10770,20981,3.13,The Call of Cthulhu,7.0,60
10771,12096,8.689,The Pink Panther,5.7,937
10773,5145,3.003,The Business,6.5,60
10774,9975,6.707,Curious George,6.0,173
10775,9754,7.386,Firewall,5.7,428
10778,23965,1.571,The White Diamond,6.9,20
10780,10053,8.249,When a Stranger Calls,5.5,501
10781,10263,6.084,Tamara,5.1,109
10782,7515,6.807,London,6.0,145
10783,15675,1.212,Neil Young: Heart of Gold,7.6,8
10784,9959,5.965,Freedomland,5.4,132
10785,14256,5.9,Winter Passing,6.7,38
10786,9036,7.922,Eight Below,6.9,926
10787,10073,9.157,Date Movie,3.8,418
10788,7304,7.937,Running Scared,7.0,472
10789,16781,10.025,Madea's Family Reunion,6.0,90
10790,24432,1.704,Doogal,2.9,28
10791,9920,7.904,Ultraviolet,4.9,702
10792,10025,7.725,Just My Luck,6.0,1045
10793,9682,11.822,Pulse,5.0,223
10794,17700,3.098,Deep Sea 3D,6.8,26
10795,2207,8.517,16 Blocks,6.3,1000
10796,14086,1.396,Agatha and the Storm,6.4,20
10797,14887,1.314,Bongwater,5.2,14
10799,18747,4.556,Election,7.0,78
10800,9756,5.786,Half Light,5.9,128
10802,6877,7.558,Failure to Launch,5.6,715
10803,14609,8.267,Ultimate Avengers,6.5,132
10804,950,14.796,Ice Age: The Meltdown,6.6,5432
10805,10912,3.587,All Quiet on the Western Front,6.3,57
10806,9968,5.789,The Big White,6.4,139
10807,4173,3.158,Stromboli,6.9,53
10809,10116,4.373,Shinobi: Heart Under Blade,6.6,73
10811,18493,1.779,Chronos,7.8,29
10812,16791,6.509,Five Children and It,5.5,119
10813,7483,2.707,Free Zone,5.6,28
10814,20442,4.192,The Naked Spur,6.8,74
10815,15590,6.999,The Prince & Me 2: The Royal Wedding,5.2,133
10816,1967,4.35,Ask the Dust,5.4,69
10817,752,15.449,V for Vendetta,7.9,7625
10818,9655,7.109,She's the Man,6.6,1405
10819,9388,8.486,Thank You for Smoking,7.2,1065
10820,9950,4.965,Find Me Guilty,6.6,207
10821,388,12.735,Inside Man,7.4,2741
10822,868,7.054,Tsotsi,7.0,140
10823,14191,5.38,Aquamarine,5.9,720
10824,25874,2.139,The Illustrated Man,5.7,19
10825,18009,4.485,Leprechaun 2,4.8,85
10826,19286,4.52,Leprechaun 3,5.1,73
10827,19287,4.509,Leprechaun 4: In Space,3.9,53
10828,18011,4.46,Leprechaun in the Hood,4.5,52
10831,9648,2.157,The Man Who Sued God,6.6,35
10832,1379,2.582,Lights in the Dusk,6.7,43
10835,9792,7.705,The Hills Have Eyes,6.2,1276
10836,10067,6.328,The Shaggy Dog,4.6,283
10838,11573,4.595,Inspector Clouseau,4.5,22
10841,582,9.155,The Lives of Others,8.1,1589
10846,669,5.718,Nanook of the North,7.1,97
10852,12763,6.159,Take the Lead,6.8,336
10854,13222,2.597,The Devil and Daniel Johnston,8.0,51
10857,1561,4.371,Mouchette,7.6,76
10859,186,11.449,Lucky Number Slevin,7.5,2106
10860,8410,1.22,The Wild Blue Yonder,6.2,24
10862,21843,0.6,Riot On!,4.9,5
10863,219,6.775,Volver,7.5,716
10865,13751,6.151,Akeelah and the Bee,6.8,137
10868,10292,6.219,Urban Legends: Bloody Mary,5.0,105
10869,15639,1.555,Larry the Cable Guy: Health Inspector,3.2,28
10870,10069,5.981,Stay Alive,5.4,285
10872,3093,8.592,Basic Instinct 2,4.7,304
10873,9270,8.442,Brick,6.8,547
10874,11291,3.277,The Brothers Lionheart,6.9,36
10876,10177,3.43,Evil Aliens,5.8,56
10877,12591,3.875,Santa's Slay,5.4,80
10878,18045,2.859,The Dark Hours,6.0,40
10879,16070,5.486,This Film Is Not Yet Rated,7.3,166
10880,11348,6.062,Fragile,6.1,227
10881,13960,4.469,ATL,6.7,57
10883,9035,7.854,Slither,6.3,531
10884,9957,6.665,The Benchwarmers,5.3,367
10886,9389,5.325,Renaissance,6.6,114
10887,460,1.448,Go for Zucker,6.9,14
10889,19059,2.677,Dead Fish,5.9,22
10890,8998,5.586,Friends with Money,5.1,269
10892,13468,2.982,Keane,6.3,37
10893,20521,2.236,Reefer Madness: The Movie Musical,7.1,37
10894,25428,0.985,I Love Your Work,5.3,6
10898,4441,6.198,Candy,7.2,269
10900,11490,4.785,The Child,7.2,89
10901,11304,2.481,9/11,7.6,41
10903,18276,4.402,Hoot,5.3,71
10904,26514,2.059,Where the Red Fern Grows,6.8,33
10905,4257,9.664,Scary Movie 4,5.4,1488
10906,2652,8.359,Hard Candy,6.8,1325
10907,19592,5.5,Dead Birds,5.5,112
10908,1629,3.34,La Chinoise,7.2,59
10909,17111,7.726,Shutter,6.9,306
10910,9526,6.508,A Prairie Home Companion,6.4,138
10911,19126,2.586,Even Money,5.7,25
10915,5820,5.47,The Sentinel,5.9,343
10916,19661,2.509,Mirage,7.0,30
10918,9904,9.506,The Wild,5.2,445
10920,588,14.886,Silent Hill,6.4,1996
10921,17247,1.88,Battle in Heaven,5.3,34
10922,9310,7.404,American Dreamz,5.0,152
10924,18858,3.175,Irresistible,5.6,55
10926,1557,3.841,23,7.2,73
10927,16367,6.556,Kinky Boots,6.5,149
10928,17131,2.416,The Glass Key,6.6,36
10929,8982,5.564,The Protector,6.8,281
10930,956,14.047,Mission: Impossible III,6.6,3381
10934,1416,3.345,The Coast Guard,6.9,37
10935,9530,9.17,RV,5.7,852
